Text	Label
"[""Hey. Do you want to do something on Saturday? Great. Where do you want to go? I don't know. How about the theme park? Ok. When? You free 8 am? Sorry, I can't. Let's do 7 am? Sure! See you then!""]"	[[7, 8], [9, 10], [53, 54], [29, 31]]
"[""Hey. Let's go bowling on Sunday? Sure! Where? I don't know. How about my place? Ok. What time? How about 12 pm? Sorry, I can't. Let's do 5 pm? Sure. See you then!""]"	[[6, 7], [8, 9], [47, 48], [23, 24]]
"[""Sup! Sup. Do you want to ice skating on Wednesday? Sure. Where should we meet? I don't know. How about my place? Ok. What time? 11 am? Sorry, I can't. How about 5 pm? Sounds good. See you then!""]"	[[11, 12], [13, 14], [51, 52], [31, 32]]
"[""Yo, what's up? Nothing much. Do you want to do something on Wednesday? OK! Where should we go? I don't know. How about Daan Park? Ok. When should we meet? How about midnight, noon? Sorry, I can't. Let's do 9 pm? OK! See you then!""]"	[[15, 16], [17, 18], [63, 64], [35, 37]]
"[""Sup! Sup. Let's do something on Sunday? Ok. Where do you want to go? I don't know. How about the Japanese place? Sounds good. When should we meet? You free 12 pm? Sorry, I can't. How about 9 pm? Sure! See you then!""]"	[[10, 11], [12, 13], [58, 59], [32, 34]]
"[""Hey. Let's ice skating tomorrow? Great. Where should we go? I don't know. How about the mall? Sure. When? You free 11 am? Sorry, I can't. You free 7 pm? Great. See you then!""]"	[[6, 7], [8, 8], [46, 47], [25, 26]]
"[""Yo, what's up? Nothing much. Do you want to watch a movie on Saturday? OK! Where should we meet? I don't know. How about my place? Great. When should we meet? How about 12 pm? Sorry, I can't. 8 pm? Ok. See you then!""]"	[[15, 17], [18, 19], [58, 59], [36, 37]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go swimming on Friday? Sure. Where do you want to go? I don't know. How about the Japanese place? Sure. When? How about 7 pm? Sorry, I can't. How about 6 pm? OK! See you then!""]"	[[27, 28], [29, 30], [71, 72], [49, 51]]
"[""Hey. Would you want to see a concert today? Ok. Where do you want to go? I don't know. How about your place? Sounds good. What time? Let's do 1 pm? Sorry, I can't. 11 am? Sure! See you then!""]"	[[7, 9], [10, 10], [52, 53], [29, 30]]
"[""Sup! Sup. Would you want to catch up tomorrow? Sounds good. Where should we go? I don't know. How about Daan Park? Great. When should we meet? 5 pm? Sorry, I can't. You free 4 am? Sure! See you then!""]"	[[11, 12], [13, 13], [54, 55], [31, 33]]
"[""Yo, what's up? Nothing much. Do you want to hang out on Wednesday? Sure. Where should we go? I don't know. How about the Italian restaurant? Ok. What time? How about 4 am? Sorry, I can't. 3 pm? OK! See you then!""]"	[[15, 16], [17, 18], [56, 57], [35, 37]]
"[""Sup! Sup. Let's go bowling on Friday? Great. Where should we meet? I don't know. How about Daan Park? Sure! When? You free 8 am? Sorry, I can't. 6 am? Sounds good. See you then!""]"	[[10, 11], [12, 13], [50, 51], [30, 32]]
"[""Heyo! Would you want to grab lunch on Wednesday? Great. Where do you want to go? I don't know. How about my place? Sure! When should we meet? Let's do 4 pm? Sorry, I can't. You free 9 am? Sure! See you then!""]"	[[8, 9], [10, 11], [56, 57], [30, 31]]
"[""Heyo! Would you want to go rafting on Wednesday? Sure! Where should we go? I don't know. How about the mall? Sure! What time? You free 2 pm? Sorry, I can't. How about midnight, noon? OK! See you then!""]"	[[8, 11], [12, 13], [52, 54], [30, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go swimming on Saturday? Sure. Where? I don't know. How about the train station? OK! What time? 8 am? Sorry, I can't. 11 pm? Sure! See you then!""]"	[[27, 28], [29, 30], [63, 64], [44, 46]]
"[""Sup! Sup. Would you want to ice skating tomorrow? Great. Where should we go? I don't know. How about the Japanese place? Sure. When should we meet? How about 11 am? Sorry, I can't. 1 am? Sounds good. See you then!""]"	[[11, 12], [13, 13], [53, 54], [30, 32]]
"[""Sup! Sup. Would you want to see a movie on Saturday? Ok. Where should we meet? I don't know. How about Daan Park? Sure! When? midnight, noon? Sorry, I can't. You free 11 pm? Sure! See you then!""]"	[[11, 13], [14, 15], [53, 54], [32, 34]]
"[""Sup! Sup. Let's go swimming on Wednesday? OK! Where should we go? I don't know. How about the theme park? Sure! When? 4 am? Sorry, I can't. 7 am? Sounds good. See you then!""]"	[[10, 11], [12, 13], [48, 49], [30, 32]]
"[""Yo, what's up? Nothing much. Would you want to grab lunch on Wednesday? OK! Where? I don't know. How about the Italian restaurant? Sure! When? Let's do 4 am? Sorry, I can't. How about 2 am? Sure. See you then!""]"	[[15, 16], [17, 18], [56, 57], [32, 34]]
"[""Hey. Do you want to hang out on Sunday? Sounds good. Where should we meet? I don't know. How about the mall? Ok. When should we meet? How about 8 pm? Sorry, I can't. Let's do 8 am? Ok. See you then!""]"	[[7, 8], [9, 10], [54, 55], [28, 29]]
"[""Heyo! Would you want to bake on Sunday? Ok. Where should we meet? I don't know. How about Daan Park? Sounds good. When? 4 am? Sorry, I can't. Let's do 5 am? Sure. See you then!""]"	[[8, 9], [10, 11], [51, 52], [28, 30]]
"[""Hey. Let's go bowling on Tuesday? Sure! Where should we go? I don't know. How about the Italian restaurant? Ok. When should we meet? How about 8 am? Sorry, I can't. 6 pm? OK! See you then!""]"	[[6, 7], [8, 9], [49, 50], [26, 28]]
"[""Heyo! Do you want to go swimming on Wednesday? Ok. Where should we go? I don't know. How about a coffee shop? Great. When? 5 pm? Sorry, I can't. You free 10 am? Sure. See you then!""]"	[[8, 9], [10, 11], [48, 49], [28, 30]]
"[""Hey. Do you want to go bowling on Friday? Sounds good. Where should we go? I don't know. How about your place? Sure! When should we meet? You free 10 pm? Sorry, I can't. Let's do 3 pm? Ok. See you then!""]"	[[7, 8], [9, 10], [54, 55], [28, 29]]
"[""Hey. Let's hang out today? Sounds good. Where do you want to go? I don't know. How about the Japanese place? Sure! What time? 8 am? Sorry, I can't. You free 3 am? Sounds good. See you then!""]"	[[6, 7], [8, 8], [49, 50], [28, 30]]
"[""Heyo! Do you want to see a movie on Thursday? Ok. Where should we go? I don't know. How about the mall? Sure. When? 11 am? Sorry, I can't. You free midnight, noon? OK! See you then!""]"	[[8, 10], [11, 12], [48, 50], [29, 30]]
"[""Yo, what's up? Nothing much. Would you want to hang out on Tuesday? Ok. Where do you want to go? I don't know. How about Daan Park? OK! When should we meet? How about 1 pm? Sorry, I can't. Let's do 8 pm? Great. See you then!""]"	[[15, 16], [17, 18], [64, 65], [37, 39]]
"[""Yo, what's up? Nothing much. Do you want to go bowling on Tuesday? Sure! Where should we meet? I don't know. How about a coffee shop? OK! What time? You free 2 am? Sorry, I can't. How about 8 am? Ok. See you then!""]"	[[15, 16], [17, 18], [58, 59], [35, 37]]
"[""Yo, what's up? Nothing much. Do you want to bake today? Great. Where should we go? I don't know. How about the Italian restaurant? Sure. When should we meet? You free 4 am? Sorry, I can't. You free 4 pm? Ok. See you then!""]"	[[15, 16], [17, 17], [59, 60], [34, 36]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab lunch on Thursday? Great. Where should we meet? I don't know. How about a bar? OK! When should we meet? How about 3 pm? Sorry, I can't. How about 6 pm? Great. See you then!""]"	[[26, 27], [28, 29], [70, 71], [46, 47]]
"[""Hey. Let's go rafting today? Sounds good. Where should we meet? I don't know. How about the Italian restaurant? Sure. When? You free 6 pm? Sorry, I can't. How about 1 am? Ok. See you then!""]"	[[6, 9], [10, 10], [50, 51], [28, 30]]
"[""Sup! Sup. Would you want to grab lunch on Thursday? Sure! Where? I don't know. How about the train station? Sure! What time? Let's do 5 am? Sorry, I can't. Let's do 5 pm? Ok. See you then!""]"	[[11, 12], [13, 14], [55, 56], [28, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to catch up on Saturday? Ok. Where do you want to go? I don't know. How about the train station? Great. When? 10 am? Sorry, I can't. How about 3 am? Sounds good. See you then!""]"	[[27, 28], [29, 30], [69, 70], [49, 51]]
"[""Yo, what's up? Nothing much. Would you want to see a play on Wednesday? Sure! Where should we meet? I don't know. How about the theme park? Great. When? You free 6 am? Sorry, I can't. 7 am? OK! See you then!""]"	[[15, 17], [18, 19], [56, 57], [36, 38]]
"[""Hey. Would you want to see a game on Monday? Sounds good. Where do you want to go? I don't know. How about the Japanese place? Ok. What time? How about 9 am? Sorry, I can't. 6 am? Great. See you then!""]"	[[7, 9], [10, 11], [52, 53], [31, 33]]
"[""Hey. Let's go bowling tomorrow? Sure. Where do you want to go? I don't know. How about the Japanese place? Sounds good. When? Let's do 4 pm? Sorry, I can't. You free 2 am? Sounds good. See you then!""]"	[[6, 7], [8, 8], [52, 53], [27, 29]]
"[""Hey. Do you want to bake on Sunday? Sure. Where do you want to go? I don't know. How about the Japanese place? Sure! When? 6 am? Sorry, I can't. 11 am? Great. See you then!""]"	[[7, 8], [9, 10], [47, 48], [29, 31]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's catch up on Wednesday? Ok. Where? I don't know. How about the Japanese place? Sounds good. What time? You free 9 pm? Sorry, I can't. 2 pm? Ok. See you then!""]"	[[26, 27], [28, 29], [65, 66], [43, 45]]
"[""Hey. Let's catch up tomorrow? Great. Where? I don't know. How about the mall? Ok. What time? 1 pm? Sorry, I can't. You free 4 pm? Sure. See you then!""]"	[[6, 7], [8, 8], [42, 43], [22, 23]]
"[""Sup! Sup. Let's bake on Wednesday? Great. Where do you want to go? I don't know. How about the Japanese place? Sure! When? You free 11 pm? Sorry, I can't. Let's do 3 am? Ok. See you then!""]"	[[10, 11], [12, 13], [56, 57], [32, 34]]
"[""Yo, what's up? Nothing much. Do you want to go somewhere on Thursday? Sure! Where should we go? I don't know. How about your place? Ok. When should we meet? How about 11 pm? Sorry, I can't. How about 11 am? Sure. See you then!""]"	[[15, 16], [17, 18], [59, 60], [35, 36]]
"[""Hey. Do you want to bake today? Great. Where should we meet? I don't know. How about a club? Ok. When? You free 7 am? Sorry, I can't. 11 am? Ok. See you then!""]"	[[7, 8], [9, 9], [45, 46], [26, 27]]
"[""Yo, what's up? Nothing much. Would you want to go to a party today? Great. Where? I don't know. How about a bar? Ok. When should we meet? How about 8 pm? Sorry, I can't. Let's do 7 pm? Sounds good. See you then!""]"	[[15, 18], [19, 19], [59, 60], [33, 34]]
"[""Sup! Sup. Do you want to go somewhere on Wednesday? OK! Where should we meet? I don't know. How about the theme park? Great. When should we meet? How about 4 pm? Sorry, I can't. 8 am? Sure. See you then!""]"	[[11, 12], [13, 14], [54, 55], [31, 33]]
"[""Sup! Sup. Would you want to do something on Wednesday? Sure. Where should we meet? I don't know. How about a club? OK! What time? 4 pm? Sorry, I can't. Let's do 6 pm? Great. See you then!""]"	[[11, 12], [13, 14], [53, 54], [31, 32]]
"[""Sup! Sup. Would you want to hang out tomorrow? Sounds good. Where should we go? I don't know. How about the theme park? Ok. When should we meet? Let's do 4 pm? Sorry, I can't. How about 3 am? Sure! See you then!""]"	[[11, 12], [13, 13], [58, 59], [31, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go to a party tomorrow? Ok. Where should we meet? I don't know. How about a club? Sure! What time? How about 1 pm? Sorry, I can't. 5 am? Sure! See you then!""]"	[[27, 30], [31, 31], [68, 69], [48, 49]]
"[""Heyo! Do you want to go to a party on Sunday? Great. Where should we meet? I don't know. How about the theme park? Sounds good. When should we meet? 1 pm? Sorry, I can't. Let's do 8 pm? Ok. See you then!""]"	[[8, 11], [12, 13], [56, 57], [30, 32]]
"[""Hey. Do you want to watch a movie tomorrow? Sure! Where do you want to go? I don't know. How about the Italian restaurant? Great. When? How about 10 am? Sorry, I can't. How about 10 pm? Sure! See you then!""]"	[[7, 9], [10, 10], [51, 52], [29, 31]]
"[""Heyo! Do you want to ice skating on Tuesday? Sure. Where should we go? I don't know. How about the theme park? Sure. When should we meet? 6 pm? Sorry, I can't. You free 4 am? Sounds good. See you then!""]"	[[8, 9], [10, 11], [51, 52], [28, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go rafting today? Great. Where should we go? I don't know. How about the theme park? Sure! When? Let's do 10 pm? Sorry, I can't. You free 7 am? Sure! See you then!""]"	[[26, 29], [30, 30], [71, 72], [47, 49]]
"[""Yo, what's up? Nothing much. Do you want to go swimming on Sunday? Great. Where? I don't know. How about a coffee shop? Sure! What time? You free 8 pm? Sorry, I can't. You free 12 pm? Sure. See you then!""]"	[[15, 16], [17, 18], [55, 56], [32, 34]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to do something on Tuesday? Great. Where should we meet? I don't know. How about the train station? Sure. When? Let's do 4 am? Sorry, I can't. How about 9 am? Sounds good. See you then!""]"	[[27, 28], [29, 30], [71, 72], [47, 49]]
"[""Sup! Sup. Do you want to go bowling on Monday? OK! Where should we go? I don't know. How about the Italian restaurant? Great. What time? How about 5 am? Sorry, I can't. 10 pm? Sure. See you then!""]"	[[11, 12], [13, 14], [52, 53], [31, 33]]
"[""Heyo! Would you want to see a game on Sunday? Sure. Where do you want to go? I don't know. How about Daan Park? Ok. When should we meet? You free 8 am? Sorry, I can't. How about 6 pm? Sure! See you then!""]"	[[8, 10], [11, 12], [56, 57], [31, 33]]
"[""Sup! Sup. Let's grab lunch today? OK! Where do you want to go? I don't know. How about a bar? Sure! What time? You free 4 am? Sorry, I can't. 12 pm? Sure! See you then!""]"	[[10, 11], [12, 12], [51, 52], [31, 32]]
"[""Sup! Sup. Do you want to grab lunch on Monday? Great. Where should we meet? I don't know. How about the Italian restaurant? Ok. When should we meet? You free 2 pm? Sorry, I can't. 10 am? Sure. See you then!""]"	[[11, 12], [13, 14], [54, 55], [31, 33]]
"[""Heyo! Do you want to see a movie on Wednesday? Sure. Where? I don't know. How about my place? Ok. What time? How about 3 pm? Sorry, I can't. Let's do 7 pm? Great. See you then!""]"	[[8, 10], [11, 12], [50, 51], [26, 27]]
"[""Hey. Do you want to go to a party on Thursday? Sounds good. Where should we go? I don't know. How about the theme park? Great. When? Let's do 1 pm? Sorry, I can't. You free 1 am? Sure. See you then!""]"	[[7, 10], [11, 12], [54, 55], [30, 32]]
"[""Yo, what's up? Nothing much. Do you want to ice skating tomorrow? Sure! Where should we meet? I don't know. How about the theme park? Great. When should we meet? 9 pm? Sorry, I can't. How about 1 pm? OK! See you then!""]"	[[15, 16], [17, 17], [57, 58], [34, 36]]
"[""Heyo! Do you want to hang out on Saturday? Sounds good. Where should we meet? I don't know. How about my place? Great. When? Let's do 6 pm? Sorry, I can't. Let's do 4 pm? Sure. See you then!""]"	[[8, 9], [10, 11], [54, 55], [29, 30]]
"[""Heyo! Would you want to go to a party on Friday? Sure. Where? I don't know. How about your place? Sure. What time? 5 pm? Sorry, I can't. 2 pm? Sure! See you then!""]"	[[8, 11], [12, 13], [45, 46], [27, 28]]
"[""Yo, what's up? Nothing much. Would you want to catch up on Monday? Sure! Where should we go? I don't know. How about the Italian restaurant? Ok. When? midnight, noon? Sorry, I can't. Let's do 11 pm? Sure. See you then!""]"	[[15, 16], [17, 18], [58, 59], [35, 37]]
"[""Heyo! Let's ice skating on Monday? Sure. Where do you want to go? I don't know. How about a bar? Great. When should we meet? How about 11 pm? Sorry, I can't. 2 am? Sure. See you then!""]"	[[7, 8], [9, 10], [51, 52], [29, 30]]
"[""Hey. Let's do something on Wednesday? Ok. Where do you want to go? I don't know. How about my place? Ok. When? You free 2 pm? Sorry, I can't. 11 pm? Great. See you then!""]"	[[6, 7], [8, 9], [47, 48], [28, 29]]
