Text	Label
Yo, what's up? Nothing much. Would you want to watch a movie on Thursday? Great. Where should we go? How about a coffee shop? Sure! When should we meet? Let's do 10 pm? Sorry, I have an appointment. 3 pm? Sure. See you on Thursday!	[[15, 17], [19, 19], [55, 56], [30, 32]]
Hey! Are you free on Sunday? Yes. Let's catch up? Sure! Where should we go? How about Xinyi? Sounds good. See you there!	[[14, 15], [7, 7], [0, 0], [26, 28]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Wednesday? Sorry, I'll be out of town. How about today? I'm busy on today too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Let's go to a party on Monday? Sounds good. Where should we go? How about a club? Sure! When? You free 6 am? Sorry, I have an appointment. Let's do 5 pm? Ok. See you then!	[[14, 17], [19, 19], [54, 55], [31, 32]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to grab lunch on Wednesday? Ok. When should we meet? 1 pm? Sorry, I can't. Are you free at 2 am? Ok. Where? I don't know. How about Xinyi or a bar? Ok. Let's do a bar. Ok. See you then!	[[27, 28], [30, 30], [53, 54], [72, 73]]
Hey. Do you want to catch up on Wednesday? Sure. Where? How about your place? Great. What time? Are you free at 8 pm? Sorry, I can't. 9 pm? OK! See you on Wednesday!	[[7, 8], [10, 10], [40, 41], [18, 19]]
Yo, what's up? Nothing much. Let's grab coffee on Tuesday? Ok. Where should we meet? I don't know. How about the zoo? Or the Italian restaurant? OK! Let's do the zoo. What time? You free 3 pm? Sorry, I'm busy. 10 am? Sure! See you then!	[[14, 15], [17, 17], [66, 67], [34, 35]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a movie tomorrow? OK! What time should we meet? Are you free at 6 pm? Sure. Where should we go? How about your place? Sure! Actually, I have an appointment 6 pm. How about 7 am? Sure. See you then!	[[27, 29], [30, 30], [72, 73], [56, 57]]
Yo, what's up? Nothing much. Are you free tomorrow? Sorry, I have plans already. How about on Monday? I'm busy on on Monday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Do you want to see a movie on Saturday? Sure. Where? I don't know. How about Xinyi? Or the theme park? Great. Let's do Xinyi. When? 6 am? Sorry, I have an appointment. How about 2 am? Sure. See you there!	[[11, 13], [15, 15], [62, 63], [29, 31]]
Sup! Sup. Would you want to grab lunch on Wednesday? Sure. When? 5 pm? Sorry, I have an appointment. Are you free at 6 pm? Sure. Where? I don't know. How about the train station or Xinyi? Sure. I prefer the train station. Sounds good. See you there!	[[11, 12], [14, 14], [34, 35], [49, 51]]
Sup! Sup. Would you want to grab lunch on Friday? OK! What time should we meet? How about 5 am? Sounds good. Where? How about Daan Park? OK! See you then!	[[11, 12], [14, 14], [26, 27], [36, 38]]
Hey. Do you want to go to a party tomorrow? Sorry I'm busy tomorrow. How about on Monday? Sure. When should we meet? 7 pm? OK! See you on Monday!	[[7, 10], [23, 23], [32, 33], [0, 0]]
Hey. Are you free today? Sorry, I have plans already. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Let's see a game on Wednesday? Sounds good. What time should we meet? You free 7 am? Sure. Where? How about the mall? Ok. Actually, I'm busy 7 am. Let's do 11 pm? Sure. See you on Wednesday!	[[10, 12], [14, 14], [54, 55], [36, 37]]
Yo, what's up? Nothing much. Do you want to catch up on Tuesday? Sure! Where should we go? How about Daan Park? Great. What time should we meet? Are you free at 10 pm? OK! See you then!	[[15, 16], [18, 18], [45, 46], [29, 31]]
Hey. Do you want to see a play on Friday? OK! Where should we go? How about the train station? Sure. When? Are you free at midnight? Sorry, I'm busy. You free 9 pm? Sounds good. See you then!	[[7, 9], [11, 11], [45, 46], [22, 24]]
Hey. Would you want to see a game on Monday? Ok. What time should we meet? Let's do 2 pm? Sounds good. Where? How about the Japanese place? Sure! Actually, I can't 2 pm. Are you free at 9 am? OK! See you on Monday!	[[7, 9], [11, 11], [54, 55], [35, 37]]
Sup! Sup. Would you want to go ice skating on Thursday? Sure. Where should we go? How about the train station? Sure! What time? Let's do 7 am? Sorry, I'm busy. You free midnight? Sure! See you there!	[[11, 13], [15, 15], [51, 51], [26, 28]]
Yo, what's up? Nothing much. Would you want to see a play on Friday? Sure. When? You free 9 am? Sure. Where should we meet? How about the mall? Sounds good. See you then!	[[15, 17], [19, 19], [27, 28], [39, 40]]
Hey. You free on Tuesday? Yes. Let's catch up? Ok. Where should we go? How about Xinyi? Sounds good. See you on Tuesday!	[[13, 14], [6, 6], [0, 0], [25, 27]]
Yo, what's up? Nothing much. Are you free on Friday? Sorry, I have plans already. How about tomorrow? I'm busy on tomorrow too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Do you want to go swimming on Wednesday? Sounds good. When? Are you free at 4 pm? Sorry, I'm busy. Are you free at 1 pm? Sounds good. Where should we meet? I don't know. How about Xinyi or the Italian restaurant? Sounds good. I prefer the Italian restaurant. Great. See you on Wednesday!	[[11, 12], [14, 14], [39, 40], [62, 64]]
Yo, what's up? Nothing much. Would you want to see a play on Friday? Sounds good. Where should we meet? How about a coffee shop? Sounds good. When? 7 pm? Great. See you then!	[[15, 17], [19, 19], [40, 41], [31, 33]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a movie on Monday? Sounds good. What time should we meet? How about 8 am? Sorry, I can't. How about 5 pm? Ok. Where? I don't know. How about my place or Xinyi? Ok. Let's do Xinyi. Sure. See you then!	[[26, 28], [30, 30], [55, 56], [73, 75]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go surfing on Saturday? Sure! Where should we meet? How about Daan Park? Sounds good. When? Let's do 4 pm? Sorry, I can't. 8 pm? Ok. See you there!	[[27, 28], [30, 30], [64, 65], [41, 43]]
Sup! Sup. Are you free on Monday? Yes. Let's go surfing? OK! Where should we meet? How about Xinyi? OK! See you on Monday!	[[18, 19], [11, 11], [0, 0], [30, 32]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's watch a movie on Friday? Sorry I'm busy on Friday. How about on Tuesday? Great. When should we meet? 1 am? Sure! See you then!	[[26, 28], [43, 43], [52, 53], [0, 0]]
Hey! Do you want to go rafting on Friday? Sounds good. When should we meet? You free 2 am? Sorry, I have an appointment. You free 1 am? Sure! Where? I don't know. How about a bar or my place? Sure! I prefer a bar. Great. See you then!	[[7, 10], [12, 12], [36, 37], [51, 52]]
Hey! Are you free on Wednesday? Sorry, I'm busy... How about on Monday? I'm busy on on Monday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. You free tomorrow? Yes. Let's go bowling? Ok. Where do you want to go? How about a club? Great. See you then!	[[16, 17], [9, 9], [0, 0], [30, 31]]
Yo, what's up? Nothing much. Let's go to a party on Sunday? Great. What time should we meet? Are you free at 5 am? Sorry, I can't. You free 10 am? Ok. Where? I don't know. How about the zoo or the theme park? Ok. Let's do the zoo. OK! See you on Sunday!	[[14, 17], [19, 19], [45, 46], [60, 61]]
Hey. Would you want to go to a party on Tuesday? Great. Where should we go? How about my place? Sure. When should we meet? Let's do 9 am? Sorry, I'm busy. Let's do noon? Sounds good. See you there!	[[7, 10], [12, 12], [51, 51], [23, 24]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's hang out on Monday? Ok. What time? You free 3 am? Sorry, I have an appointment. How about 4 pm? Ok. Where do you want to go? I don't know. How about the train station or my place? Ok. Let's do my place. Sounds good. See you there!	[[26, 27], [29, 29], [50, 51], [74, 75]]
Hey. Would you want to hang out on Sunday? Sounds good. Where should we go? How about Xinyi? Great. What time? You free 9 am? Sure. See you there!	[[7, 8], [10, 10], [33, 34], [22, 24]]
Yo, what's up? Nothing much. Let's do something today? Sorry I'm busy today. How about on Tuesday? Ok. When? 11 pm? Ok. See you then!	[[14, 15], [28, 28], [34, 35], [0, 0]]
Hey! Let's go surfing on Saturday? OK! Where should we go? I don't know. How about the zoo? Or Xinyi? Sure! Let's do Xinyi. When? How about 9 pm? Sorry, I can't. You free 11 pm? Ok. See you n!	[[6, 7], [9, 9], [60, 61], [30, 32]]
Hey. Would you want to go to a party on Monday? Sure! Where should we meet? How about the mall? OK! When should we meet? Are you free at 4 pm? Sure. See you there!	[[7, 10], [12, 12], [37, 38], [23, 24]]
Sup! Sup. Do you want to watch a movie on Wednesday? Sure! Where should we meet? I don't know. How about my place? Or the train station? Sure. Let's do the train station. What time should we meet? You free 9 pm? Sorry, I can't. Are you free at noon? Sure! See you then!	[[11, 13], [15, 15], [72, 72], [36, 38]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a concert on Saturday? OK! What time should we meet? Let's do 7 pm? Sure. Where should we go? How about school? Sure! Sorry, I can't 7 pm. Let's do midnight? OK! See you on Saturday!	[[26, 28], [30, 30], [73, 73], [56, 56]]
Sup! Sup. Are you free tomorrow? Yes. Would you want to go surfing? Ok. Where do you want to go? How about the train station? Sounds good. See you there!	[[18, 19], [10, 10], [0, 0], [32, 34]]
Hey! Do you want to see a play on Monday? Ok. When should we meet? Are you free at 4 am? Sure. Where do you want to go? How about a coffee shop? Sure. I forgot, I have an appointment 4 am. 6 pm? Sounds good. See you then!	[[7, 9], [11, 11], [54, 55], [38, 40]]
Yo, what's up? Nothing much. Let's do something on Saturday? Great. When should we meet? How about 5 am? Sorry, I'm busy. Are you free at 4 am? Ok. Where should we meet? I don't know. How about your place or the train station? Ok. I prefer the train station. Ok. See you on Saturday!	[[14, 15], [17, 17], [42, 43], [63, 65]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go ice skating on Saturday? Sure. When should we meet? You free 2 am? Sorry, I'm busy. How about 5 pm? Great. Where do you want to go? I don't know. How about Daan Park or a club? Great. Let's do Daan Park. Sure! See you then!	[[27, 29], [31, 31], [54, 55], [74, 76]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Saturday? Yes. Do you want to see a play? Sure. Where do you want to go? How about the theme park? Ok. See you on Saturday!	[[34, 36], [26, 26], [0, 0], [49, 51]]
Sup! Sup. Do you want to grab lunch on Monday? OK! When? Are you free at 5 pm? Sorry, I can't. How about 9 pm? Sounds good. Where do you want to go? I don't know. How about the Japanese place or the Italian restaurant? Sounds good. Let's do the Japanese place. Sounds good. See you there!	[[11, 12], [14, 14], [36, 37], [57, 59]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to do something on Friday? Sure! What time? How about 5 am? OK! Where should we go? How about the Japanese place? OK! See you there!	[[27, 28], [30, 30], [39, 40], [51, 53]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go rafting on Friday? OK! Where should we go? How about the train station? Sounds good. When should we meet? How about 1 am? Sorry, I can't. You free 1 pm? Sure! See you there!	[[27, 30], [32, 32], [69, 70], [43, 45]]
Yo, what's up? Nothing much. Let's grab coffee today? OK! What time should we meet? 3 pm? Sorry, I'm busy. How about 1 am? OK! Where should we meet? I don't know. How about the Japanese place or a bar? OK! Let's do a bar. Great. See you there!	[[14, 15], [16, 16], [38, 39], [60, 61]]
Sup! Sup. Are you free on Tuesday? Sorry, I have plans already. How about today? I'm busy on today too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Are you free on Friday? Yes. Would you want to bake? Great. Where? How about the mall? Sure! See you on Friday!	[[19, 20], [11, 11], [0, 0], [28, 29]]
Yo, what's up? Nothing much. Let's grab coffee on Monday? Sounds good. What time should we meet? Let's do 9 am? OK! Where do you want to go? How about the zoo? Ok. See you then!	[[14, 15], [17, 17], [32, 33], [46, 47]]
Yo, what's up? Nothing much. Let's catch up tomorrow? Sure. Where? I don't know. How about a bar? Or Daan Park? Great. Let's do Daan Park. What time should we meet? How about 5 pm? Sorry, I can't. 3 am? Sure! See you o!	[[14, 15], [16, 16], [66, 67], [34, 36]]
Yo, what's up? Nothing much. You free on Tuesday? Sorry, I have plans already. How about on Friday? I'm busy on on Friday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Would you want to grab lunch on Monday? Sounds good. What time? Let's do 5 am? Sure! Where should we meet? How about a bar? Sure! I forgot, I can't 5 am. How about 9 pm? Sure! See you on Monday!	[[15, 16], [18, 18], [59, 60], [42, 43]]
Hey. You free on Saturday? Yes. Would you want to see a concert? Sure. Where do you want to go? How about the theme park? Great. See you on Saturday!	[[14, 16], [6, 6], [0, 0], [29, 31]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Thursday? Yes. Do you want to go ice skating? Sure! Where do you want to go? How about the Japanese place? Ok. See you then!	[[35, 37], [27, 27], [0, 0], [50, 52]]
Hey. Do you want to see a game tomorrow? Sure. When? Let's do 8 am? OK! Where do you want to go? How about your place? Sure. See you then!	[[7, 9], [10, 10], [20, 21], [34, 35]]
Sup! Sup. You free on Wednesday? Yes. Do you want to go swimming? Sounds good. Where do you want to go? How about a club? Sure! See you there!	[[18, 19], [10, 10], [0, 0], [33, 34]]
Yo, what's up? Nothing much. You free on Saturday? Yes. Would you want to grab lunch? Ok. Where do you want to go? How about the theme park? Great. See you on Saturday!	[[22, 23], [14, 14], [0, 0], [36, 38]]
Hey. Are you free on Monday? Sorry, I'll be out of town. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Would you want to go to a party on Monday? Sorry I'm busy. How about on Friday? Sure! When? 10 am? Sounds good. See you there!	[[15, 18], [31, 31], [37, 38], [0, 0]]
Sup! Sup. Do you want to go rafting on Friday? Ok. When should we meet? You free noon? Great. Where do you want to go? How about Xinyi? Great. See you on Friday!	[[11, 14], [16, 16], [27, 27], [40, 42]]
Hey! Do you want to see a concert on Saturday? I can't on Saturday. How about on Sunday? Ok. What time? 2 am? Great. See you on Sunday!	[[7, 9], [23, 23], [30, 31], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a play on Sunday? OK! When? How about 4 pm? Ok. Where? How about a bar? Sure! Actually, I have an appointment 4 pm. Let's do 7 am? Great. See you then!	[[26, 28], [30, 30], [65, 66], [47, 48]]
Hey! You free on Wednesday? Sorry, I'll be out of town. How about on Sunday? I'm busy on on Sunday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Friday? Yes. Would you want to go ice skating? Sounds good. Where? How about the zoo? Ok. See you on Friday!	[[34, 36], [26, 26], [0, 0], [45, 46]]
Yo, what's up? Nothing much. Let's go ice skating on Thursday? Great. Where? How about the zoo? Sure. What time? Let's do 11 pm? Ok. See you there!	[[14, 16], [18, 18], [38, 39], [26, 27]]
